ChanQual,Exp_collection,Expi,WebCam,comments,ephysFN,expControlFN,pref_chan,pref_unit,stim_size,stimuli
5,BigGAN_FC6,NaN,,"Ch 12 (0, -0.8) 3 1 hash 5/5. Fc6 vs BG with still images, see how it climbs. Start at 1021. Both fc6 and BG look to be climbing at block 7. 11 blocks in, both still climbing. Fc6 is making a similar image to the movie, a redish brown oval on left side, white on right. BG is making a blurry busy brown image, kinda looks like ferret in grass. 23 blocks stop at 1048. complete 
Abort. CH 7 (–0.8, -1.8) 4 degrees, hash 5/5. Fc6 start at 1154. He doesn’t want to work...... nope hes done.  stop at 11, only 2 blocks. I want him to work for a few more minutes though so he doesn’t waste juice. Done working at 1103.  
Second attempt, first we had the array plugged in wrong.  ",Alfa-25112020-003,201125_Alfa_generate_BigGAN,12,NaN,3,N:\Stimuli\2020-BigGAN\2020-11-25-Alfa-02\2020-11-25-10-21-04
1,Evol_BigGAN_full_Movie,NaN,201203_Alfa_Video 2 ,"Generate Movie (3) 
BigGAN full space movie.  
BigGAN full space 256d movie CMAES  
chan 26 unit 1 [-1.5 2] 4.5  
Fixation is hard..... 
Record video of monkey face  
This guy is DEFINITELY evolving , in a quite steady pace.  
Not sure how far this will go!  
Interesting part is the baseline rate goes up as well.....Leakage of firing activity from movie to image?  
Or  
I think this guy converged...?  
I'll try FC6 GAN on it again.  
Wow....Keeps evolving this guy.  
I think this guy converged... 37 blocks completed!  
32mins exp. 
Cool!  
WebCam Video 2  ",Alfa-03122020-002,201203_Alfa_generate_Movie(3),26,NaN,4.5,N:\Stimuli\2020-GANmovies\2020-12-03-Alfa-01\2020-12-03-11-13-47
1,Evol_BigGAN_Movie,NaN,201209_Alfa_Video 9 ,"Movie Evolution  
20 BigGAN full space, SU 1  
20 [-2.8 -4.5] 5 1  
This cell is really good at movie!  
Really good PSTH for moth static images and movies.  
He is performing great!  
Note the static image response seems to decay steadily. 
OK it's evolving but just a bit slow 
This guy evolves a dog / cat and then a sheep?!  
This cell is great!  
So now a black sheep;…. 
To me it's evolving, but a small amount  
Back on top now! Successful  
Completed  ",Alfa-09122020-002,201209_Alfa_generate_Movie,20,NaN,5,N:\Stimuli\2020-GANmovies\2020-12-09-Alfa-01\2020-12-09-11-53-29
1,BigGAN_full_FC6,NaN,201209_Alfa_Video 11 ,"Generate BigGAN 
20 [-2.8 -4.5] 5 1  BigGAN full CMAES 
FC6 CMAES Hessian top eignes  
No evolution happening!  
No evolution happening AT ALL  
So this is definitely a cell that has tuning ovr space of movies but not to images per se!  
How cool is that. 
Closely match the evolution gens.  
Lets test if these neurons are really not evolving flat  
24 mins! So it's quite flat.  
This unit seems not able to be evolved using static images.  
Completed  ",Alfa-09122020-004,201209_Alfa_generate_BigGAN(2),20,NaN,5,N:\Stimuli\2020-BigGAN\2020-12-09-Alfa-01\2020-12-09-12-29-46
1,Evol_BigGAN_Movie,NaN,201229_Alfa_Video 27 ,"002  Generate Movie BigGAN  
Starts! 11:19  
20 [-2.5 4.0] 5 1 CMAES 
BigGAN full space  
This time seems to really successful.  
Movie attracts eye gaze much more than others.  
There is a small increase in FR.... ANd then it decays back.   
Wow starts climbing. 
Mid range firing rate climbs a bit.  
Is there any semsntic feature> 
It evolves quite a lot of cats and dogs.... Similar evolution trajectory as last time.  
Evolved activity is more in the sustained part?  
It's definitely evolving but  
This evolution is really similar to the 12/09 one evolving chan 20. The trajectory and what we get is similar.  
Really slow but steady evolve.  
20 mins 30 blocks not bad!  
Is there anything about travelling outside manifold.  
So I think result will still be a small but significant evolution.  
25mins 35 blocks.  
Completed ",Alfa-29122020-002,201229_Alfa_generate_Movie(1),20,NaN,5,N:\Stimuli\2020-GANmovies\2020-12-29-Alfa-01\2020-12-29-11-19-18
NaN,Evol_BigGAN_Movie,NaN,,"007 12:21 Genmov(2)  
006 005 failed with various reasons.... Plex Remote disconnected for one and reference not copy for another  
Chan 6 [0 -4 ] 1  5 deg  CMAES  BigGAN  
Movie Evolution  
So it's evolving, increasing firing rate in some fashion. But not very dramatic 
OK it stuck there. 
I feel I reached this image before …. 
 I will say this is not successful.  
Maybe it’s eye signal noisier? 
This is very much not successful…..Scores seems to drop as well as natural image firing rate. 
30 gens 22mins 
Completed    
008 GenMov(3)  
20 [-2.5 4.0] 5 1 CMAES 
BigGAN full space  
Seems no response in that unit totally…..  
OK this will not work….. 
No a spike at all???We get that unit during RFMapping but lose it during recording? 
Failed ",Alfa-05012021-007,210105_Alfa_generate_Movie(2),6,NaN,5,N:\Stimuli\2020-GANmovies\2021-01-05-Alfa-01\2021-01-05-12-21-04
NaN,Evol_BigGAN_Movie,NaN,,"009 GenMovie (4) 
18 [0 -5] 5 1 CMAES 
Hash 5/5  
This guy slowly evolves  
Monkey Still working pretty well!  
Not sure if the working period is helping or not.  
Definitely evolving, get a pot like image / movie.  
It’s late period that is evolving. Now it looks like camera lid. Still roundy stuff  
Is it general that the reference image firing rate decay over time ? 
OK this guy stuck and start to decay even more.  
35 blocks stop.  
Completed    
Neuro_feedback 
Just a pilot trial.  
NeuroFeedback(1) 
Modify the code such that we can change criterion and scaling dynamically 
8.5 he can still reach that! Using IT spontaneous firing  
10 30 scaling lets see Still work  
10 40 scaling doesn’t succeed. So spontaneuously  
12 30 it’s still hard. So criterion should be within 10-12.  
Seems spontaneously 10 can be reached but 12 is pretty hard.  
He close his eyes! Still can get rewards  
Maybe fatigue? The spontaneous rate decays.  
He cannot reach 10 now.  
2021/1/21  
Debug the RFMapping slow problem. Seems like plot function is the burden.  ",Alfa-05012021-009,210105_Alfa_generate_Movie(4),18,NaN,5,N:\Stimuli\2020-GANmovies\2021-01-05-Alfa-02\2021-01-05-13-07-18
NaN,BigGAN_FC6,NaN,,"002 genrate BigGAN 
Copied reference  
58  [-1 -2.4] 4 1 CMAES fc6  
58  [-1 -2.4] 4 1 CMAES BigGAN full  
Very fast experiment.  
Is there some common features for the units that are easy to evolve?  
Single units?  
This guy is definitely evolving~ Even the BigGAN thread.  
Wow…..The FC6 thread is evolving great!  
This unit is a treasure.  
FC6  
OK…. Waste 15 mins doing eye calibaration with no results and monkey is mad:( Sad  
He is not cooperating  
Starts from 5-6 -> 18-19 sp.s 
FC6 thread super successful. BigGAN thread goes nowhere.  
45 mins finished Monkey has drank 350 +100ml.  
Yeah backup has ruined 10 mins…. Not good  
The think looks like a curved surface with shading on it.  
Completed ",Alfa-07012021-002,210107_Alfa_generate_BigGAN,58,NaN,4,N:\Stimuli\2020-BigGAN\2021-01-07-Alfa-01\2021-01-07-11-11-04
NaN,BigGAN_FC6,NaN,,"003 
58  [-1 -2.4] 4 1 CMAES BigGAN class space 
I feel BigGAN is not the style it likes 
Stuck around 10 sp/s 
Interestingly, the cell evolves a cat ball, which is like the surface in last exp.  
I feel one problem that BigGAN space have is that it’s not converging / attracting. 
Still Stuck around 10 sp/s.   
450 mlNow 
Cool interesting! This guy suddenly evolved at 30 blocks and stay relatively high.  
So this is actually successful.  
35 mins 37 blocks matched.  
500mL +  
Completed ",Alfa-07012021-003,210107_Alfa_generate_BigGAN(1),58,NaN,4,N:\Stimuli\2020-BigGAN\2021-01-07-Alfa-02\2021-01-07-12-11-50
NaN,BigGAN_FC6,NaN,,"002  generate BigGAN.  
27 [0.1 0.1] 4 deg  unit 1 CMAES fc6 
27 [0.1 0.1] 4 deg  unit 1 CMAES BigGAN full 
Let’s see how well this goes. There is a high baseline.  
OK Starting up.  
Evolved a bit and stuck there kind of. 
Wow at around 15 gens the BigGAN space catch up with the FC6 thread!   
2 threads keeps evolving together.  
White background horizontal bar like object.  
BigGAN FC6 Both successful and the result is comparable.  
We are at 150 mL now need to move fast.   
Note that this cell’s activity is late and the baseline has more leakage from previous trial. Z 
FC6 still wins 24>22 spikes . But not as crazy as before!  
Completed really successful experiment.  ",Alfa-12012021-002,210112_Alfa_generate_BigGAN,27,NaN,4,N:\Stimuli\2020-BigGAN\2021-01-12-Alfa-01\2021-01-12-11-33-31
NaN,BigGAN_FC6,NaN,,"002 Generate BigGAN  
Chan 28 unit 1  [-2.3 -4.5]  5 deg FC6  
Chan 28 unit 1  [-2.3 -4.5]  5 deg BigGAN  
This guy reached ceiling very fast. Definitely evolved.  
But then evolving again from 30sp/s -> 40+ sp/s  
Interestingly BigGAN thread is decreasing.  
OK the FC6 gan suddenly climbs a lot!  
The sustained part evolves a lot. 40->50 ->59 
 Decay of reference image activity.  
Activity latency decrease!  
BigGAN thread climbs a lot at 37 blocks reached 43 sp/s  
41 mins.  
ORZ the BigGAN starts catching up.  
This is insane…. BigGAN -> 55sp/s FC6 66sp/s  
Both stay there!  
52 mins 45 blocks 2 threads !!!  
Both successful. Esp. the biggan part =-== 
completed ",Alfa-13012021-002,210113_Alfa_generate_BigGAN,28,NaN,5,N:\Stimuli\2020-BigGAN\2021-01-13-Alfa-01\2021-01-13-11-40-24
NaN,BigGAN_FC6,NaN,,"Generate BigGAN 
Chan 32 
Use ref img from chan_32_exp_04 
PSTH looks great but is it evolving in the wrong direction?  
Monkey is doing great! And evolution in BigGAN is working well.  
So the score increases but not dramatically. Lets wait.  
This is interesting because dual threads success, but not super success. 75->90 
And the evolved score is kind of comparable!  
completed ",Alfa-20012021-003,210120_Alfa_generate_BigGAN(1),32,NaN,NaN,N:\Stimuli\2020-BigGAN\2021-01-20-Alfa-01\2021-01-20-12-10-29
NaN,BigGAN_FC6,NaN,,"004 Generate BigGAN 
24  [-3.5  -5]  6  2  
24  [-3.5  -5]  6  2  
Seems this is evolving in the wrong way.....  
ANd also no visual response.  
Not Saving!!!! 
Aborted ",Alfa-20012021-004,210120_Alfa_generate_BigGAN(2),24,NaN,6,N:\Stimuli\2020-BigGAN\2021-01-20-Alfa-02\2021-01-20-12-53-17
NaN,BigGAN_FC6,NaN,,"005 Generate BigGAN 
55  [0  -1.5]  4  1  
55  [0  -1.5]  4  1  
It's evolving! Esp. The FC6 and BigGAN is doing great. Even though the RF mapping don't have a confined RF.  
The PSTH suggests this can be a successful evolution. r 
completed ",Alfa-20012021-005,210120_Alfa_generate_BigGAN(3),55,NaN,4,N:\Stimuli\2020-BigGAN\2021-01-20-Alfa-03\2021-01-20-13-06-42
2,BigGAN_FC6,NaN,,"002  
58 [-0.6, -4.2] 5 deg 1  
FC6  
BigGAN full  
SU 2/5 
Pretty good, two threads are both quite successful and doing their job.  
The reference images are pretty bad at evoking them..... 
Gen 13 therre is a jump for the FC6 thread. 
15-17 blocks a sudden jump!  
The scores and evolution seems not stable...? 
So the BigGAN thread fluctuate quite a lot. , FC6 is less.  
Cool So seems from 5-14 
Completed ",Alfa-26012021-002,210126_Alfa_generate_BigGAN(1),58,NaN,5,N:\Stimuli\2020-BigGAN\2021-01-26-Alfa-01\2021-01-26-12-03-50
3,BigGAN_FC6,NaN,,"003  Generate BigGAN 
7 [-1 –2.5] 4 1 CMAES 
This cell definitely prefer BigGAN image Object like.  
MU 3/5 
Not quite successful  
Maybe this is the high level cell or it's motion sleective.  
Not quite successful at all. Rrr 
Completed but not successful  
004 generate BigGAN 
24 [-4 –4.6]  6 deg  2  
Abort! Monk is not cooperating ",Alfa-26012021-003,210126_Alfa_generate_BigGAN(2),7,NaN,4,N:\Stimuli\2020-BigGAN\2021-01-26-Alfa-02\2021-01-26-12-45-32
4.5,BigGAN_FC6,NaN,,"002 Generate BigGAN 
24 [-4 –5]  6 deg  unit 2  
24 [-4 –5]  6 deg  unit 2  
MU 4.5/5 
Reference copied.  
Why the PSTH looks different from what we get from RF mapping exp.  
Visual response is bad. fixation is bad. Break fixation rate 98%!!!!  
20mins 9blocks evolve in the negative direction.....This won't work  
Terminates 
01 folder  
Not completed only 10 blocks..... not successful ",Alfa-28012021-002,210128_Alfa_generate_BigGAN,24,NaN,6,N:\Stimuli\2020-BigGAN\2021-01-28-Alfa-01\2021-01-28-10-38-03
4.5,BigGAN_FC6,NaN,,"003  
5[-2.5 –3.9]  4 deg  unit 1  
5[-2.5 –3.9]  4 deg  unit 1  
4.5/5 signal 
Monkey struggle for a while but now better.  
BigGAN thread evolves a bit  
Fluctuation is large.  
The evolution is somehow in the negative direction???? 
Maybe finish this thread and call it a day.  
Maybe do some debugging.  
Non-evolvable why? And it's like in the wrong direction.... 
Completed not successful  
2021/02/02 ",Alfa-28012021-003,210128_Alfa_generate_BigGAN(1),5,NaN,4,N:\Stimuli\2020-BigGAN\2021-01-28-Alfa-02\2021-01-28-11-05-28
1.5,BigGAN_FC6_CMAHess,NaN,,"003 generate BigGAN
Single unit! Good signal, weird PSTH, bad rf but strong selectivity
The PSTH is pretty late. r
Not sure why but the reference seems not the ones I copied. (OK it used Beto's images......F**K)
27 first unit
FC6, Hessian CMAES
BigGAN full, CMAES.
Reference, 27 and the best from the population reference.
FC6 evolution is quite successful! 10 ->30
BigGAN is not doing great, meandering.
Actually this cell is not quite stable towards
FC6 is super successful.... 10->54
Actually the trajectory is more variable than normal....
33 blocks completed! Ds",Alfa-18022021-003,210218_Alfa_generate_BigGAN,27,NaN,7,N:\Stimuli\2020-BigGAN\2021-02-18-Alfa-01\2021-02-18-11-25-57
NaN,BigGAN_FC6_CMAHess,NaN,,"003 evolving BigGAN FC6
FC6 Hessian, BigGAN CMAES full space
[-3 -3 ] 7 deg huge image.
Save optimizers here to debug the CMAES,,,r
OK this time the BigGAN full space is much more successfil than the FC6
OK again.... the animal name is Beto????? I changed that yester day right
OK FC6 starts to succeed while BigGAN has been there for a while
What///// FC6 go past BigGAN at last miniut!
FC6 throw BigGAN to its corner by a large margin.
FC6 surpass BigGAN by a large margin....FC6 ~60, BigGAN 45
35 mins 37 blocks pretty good",Alfa-19022021-003,210219_Alfa_generate_BigGAN,NaN,NaN,7,N:\Stimuli\2020-BigGAN\2021-02-19-Alfa-01\2021-02-19-13-03-12
NaN,BigGAN_FC6_CMAHess,NaN,,"002  Generate BigGAN FC6
3  [-1.5  -2.0]  6  1  'CMAES_Hessian'
3  [-1.5  -2.0]  6  1  'CMAES'
He is working fantastically great! So efficient today.
Having a good rest is also good for monks.
Sustained activity definitely get evolved....esp for BigGAN thread.
Not so significantly reflected in the score traj.
He evolves a wolf type thing.
bear like thing
The firing rate stays around 130~ 140 not changing too much,
Basically 17 mjin 30 blocks
100-> 134 not too dramatic
completed",Alfa-25022021-002,210225_Alfa_generate_BigGAN,3,NaN,6,N:\Stimuli\2020-BigGAN\2021-02-25-Alfa-01\2021-02-25-11-23-18
NaN,BigGAN_FC6,NaN,,"003 generate BigGAN
BigGAN FC6
18 [0.5 -5] 1 7deg.
BigGAN goes into face zone!!!!!
Seems first time in the history ~
But the BigGAN scores still goes up and down. Not staying in the face zone?
Female with a glass??Really clear faces.
BigGAN generally stays in a face space
But seems the evolution is not as stable as before.s
It seems this cell starts from a high spot because at the first gen there is the human dude body.
So this is a human body selecting cell?
60->67 evol.
24 min 3 blocks!!
BigGAN definitely have tuning in the space of faces and human body.
The optimization trajectory is smoother than noise.",Alfa-26022021-003,210226_Alfa_generate_BigGAN,18,NaN,7,N:\Stimuli\2020-BigGAN\2021-02-26-Alfa-01\2021-02-26-12-53-02
1.5,BigGAN_FC6_CMAHess,NaN,,"002 BigGAN FC6 evolution  
Copy ref 8 
8 [-5 –2.5] 6 1 'CMAESHess'  fc6 
8 [-5 –2.5] 6 1 'CMAES' BigGAN 
Promising sparse PSTH 
Su 1.5/5 good signal.  
Caveat, in this exp at first the unit drifted a bit so I moved the sorting criterion to make it less sparse.  
This cell prefer FC6 > BigGAN to a large margin! FC6 ~ 45 BigGAN ~ 15 
Evolution for the FC6 is not stable... 
This guy is doing up down up down  
May exclude this cell in analysius... 
Seems not really successful.  
003 BigGAN FC6 evolution  
Copy ref 5 
5 [-0.5 -3 ]  5 1  'CMAESHess'  fc6 
5 [-0.5 -3 ]  5 1  'CMAES'  BigGAN 
Network broke the connection...  ",Alfa-12032021-002,210312_Alfa_generate_BigGAN,8,NaN,6,N:\Stimuli\2020-BigGAN\2021-03-12-Alfa-01\2021-03-12-11-39-05
1,BigGAN_FC6_CMAHess,NaN,,"004 
5 [-0.5 -3 ]  5 1  'CMAESHess'  fc6 
5 [-0.5 -3 ]  5 1  'CMAES'  BigGAN 
Redo the hting 
SU 1/5 
BigGAN part definitely evolved.  
10 -> 25 -> 31 stays around 25 ",Alfa-12032021-004,210312_Alfa_generate_BigGAN(2),5,NaN,5,N:\Stimuli\2020-BigGAN\2021-03-12-Alfa-02\2021-03-12-12-10-06
2,BigGAN_FC6,NaN,,"002 Generate BigGAN starts 12:30 
FC6 BigGAN 
9 [-1.5 -1.5] 5 1  
CMAES_Hessian, FC6 
CMAES BigGAN_class 
Copyed reference 9 A 
Cool done.  
Cool this cell evolve BigGAN much more steadier.  
Late activity evolved pretty well.  
BigGAn evolves much bettwe than FC6 but both evolves. 
Refereence image actiivty definitely decrease.  
Basically both threads give me a pinkish square.  
BigGAN goes to 20->75/80  
FC6 goes from 20->40/50  
BigGAn is catching up starting to match up.  
Ref image score keep decraseing maybe general feature for adaptation in IT.  
Both threads meet at around gen 38 
Complete  
Very rewarding experiment 
40 blocks ",Alfa-01042021-002,210401_Alfa_generate_BigGAN,9,NaN,5,N:\Stimuli\2020-BigGAN\2021-04-01-Alfa-01\2021-04-01-12-30-13
NaN,BigGAN_FC6_CMAHess,NaN,,"002 BigGAN FC6
Chan 7 [-1.3 -1.4] 4deg unit 1
Chan 7 [-1.3 -1.4] 4deg unit 1
CMAES Hessian FC6
CMAES BigGAN
BigGAN really excell orz from 100->150 so it’s a dog face type thing. 
FC6 stopes not doing good. 
Stops around 140 not going higher may be it's fine with the dog head manifold?
Also note it's the 2nd peak that gets evolved. 
19mins 35blocks super high performance ",Alfa-08042021-002,210408_Alfa_generate_BigGAN,7,NaN,4,N:\Stimuli\2020-BigGAN\2021-04-08-Alfa-01\2021-04-08-11-48-20
NaN,BigGAN_FC6_CMAHess,NaN,,"004 Generate BigGAN
Chan 2 [-1.4 -4] 5deg unit 1
Chan 2 [-1.4 -4] 5deg unit 1
CMAES Hessian FC6
CMAES BigGAN
As before chan 2 is not quite successful. 
Lay flat 23333 cool
Even decreasing a bit. 
High performance not evolving well. Meandering around 40-60",Alfa-08042021-004,210408_Alfa_generate_BigGAN(1),2,NaN,5,N:\Stimuli\2020-BigGAN\2021-04-08-Alfa-02\2021-04-08-12-42-30
NaN,BigGAN_FC6_CMAHess,NaN,,"002  Generate BigGAN
26  [-0.9  -4.5]  5  1  'CMAES_Hessian'
26  [-0.9  -4.5]  5  1  'CMAES'
Looks sparse and nice PSTH. RF is constrained
Quite extra foveal, maybe hard to fixate. Cool
hahahahhaa
Evolution is so stable. Nothing change at all. Total failure.....
So really consistent with results months ago, the channel is not quite evolvable.
Completed",Alfa-15042021-002,210415_Alfa_generate_BigGAN,26,NaN,5,N:\Stimuli\2020-BigGAN\2021-04-15-Alfa-01\2021-04-15-12-06-14
2,BigGAN_FC6_CMAHess,NaN,,"003 BigGAN FC6 Evolution
20  [-3  -4]  7  1  'CMAES_Hessian'
20  [-3  -4]  7  1  'CMAES'
FC6 BigGAN full space signal 2/5
Crashed due to some bug
BigGAN evolve pretty well. 60->78
Evolution is rugged in many sense. 
FC6 not changing at all BigGAN evoles from 62 -> 72 and going up and down eterrn 70 and 80 
Basically it evolved a head of polar bear?
Neural activity decays back......WTF. It likes white bears but not brown bears.
Weird evolution …. They evolved the sustained activity for a while and then just drop back. ",Alfa-16042021-003,210416_Alfa_generate_BigGAN(1),20,1,7,N:\Stimuli\2020-BigGAN\2021-04-16-Alfa-01\2021-04-16-11-33-33
2,BigGAN_FC6_CMAHess,NaN,,"004 Gen BigGAN FC6 comparison
30  [-5.3 -0.9]  5  1   
30  [-5.3 -0.9]  5  1   
CMAES Hessian
BigGAN Class  CMAES
See if I could evolve anything from it
Network break. again
So actually not bad,…..
Basically BigGAN is not successful, FC6 is a little success. From 40->55
58mins 30blocks......vey torturing.",Alfa-12052021-004,210512_Alfa_generate_BigGAN(4),30,1,5,N:\Stimuli\2020-BigGAN\2021-05-12-Alfa-01\2021-05-12-12-48-19
5,BigGAN_FC6_CMAHess,NaN,,"003 Generate BigGAN
29 [-0.3 -2.0] 5 1
Hash 5/5
FC6 CMAES Hessian
BigGAN class CMAES
Good BigGAN evolution
Maybe do a Hessian selectivity though the monkey is not quite working.
30 min 33 blocks
Completed",Alfa-14052021-003,210514_Alfa_generate_BigGAN(1),29,1,5,N:\Stimuli\2020-BigGAN\2021-05-14-Alfa-01\2021-05-14-13-11-03
2,BigGAN_FC6_CMAHess,NaN,,"004 Generate BigGAN FC6
22 [     0    -3]  1  6 deg  2/5 SU
FC6
BigGAN class
Wow this guy is really a black pointy ear detector!
Maybe it is because noise is not optimized.
Not working around 1:15 block 26
Monk starts to rebel around 1:17
Have to stop! Monkey is not coorperating
26blocks. A pity.
BigGAN not successful.
Completed",Alfa-02062021-004,210602_Alfa_generate_BigGAN(1),22,1,6,N:\Stimuli\2020-BigGAN\2021-06-02-Alfa-01\2021-06-02-12-48-00
